order_id,tracking_transaction_id,order_date,anonymous_customer_id,customer_first_purchase_date,customer_type,channel,source,medium,campaign,device,city,payment_method,coupon_group,order_status,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar
SYN-20250102-1-00,TX-250102-1-00,2025-01-02,CUST-00112,2024-05-05,returning,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250102-1-01,TX-250102-1-01,2025-01-02,CUST-00129,2025-01-02,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250102-1-02,TX-250102-1-02,2025-01-02,CUST-00146,2025-01-02,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250102-1-03,TX-250102-1-03,2025-01-02,CUST-00163,2025-01-02,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250102-1-04,TX-250102-1-04,2025-01-02,CUST-00180,2024-01-19,returning,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250102-1-05,TX-250102-1-05,2025-01-02,CUST-00197,2025-01-02,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250102-2-00,TX-250102-2-00,2025-01-02,CUST-00213,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250102-2-01,TX-250102-2-01,2025-01-02,CUST-00230,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250102-2-02,TX-250102-2-02,2025-01-02,CUST-00247,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,178.0,0.0,0.0,178.0
SYN-20250102-2-03,TX-250102-2-03,2025-01-02,CUST-00264,2024-01-22,returning,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250102-2-04,TX-250102-2-04,2025-01-02,CUST-00281,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,campaign,refunded,249.0,24.9,224.1,0.0
SYN-20250102-2-05,TX-250102-2-05,2025-01-02,CUST-00298,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250102-2-06,TX-250102-2-06,2025-01-02,CUST-00315,2025-01-02,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,139.0,0.0,0.0,139.0
SYN-20250103-0-00,TX-250103-0-00,2025-01-03,CUST-00022,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,398.0,0.0,0.0,398.0
SYN-20250103-0-01,TX-250103-0-01,2025-01-03,CUST-00039,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250103-0-02,TX-250103-0-02,2025-01-03,CUST-00056,2024-09-03,returning,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250103-0-03,TX-250103-0-03,2025-01-03,CUST-00073,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250103-0-04,TX-250103-0-04,2025-01-03,CUST-00090,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250103-0-05,TX-250103-0-05,2025-01-03,CUST-00107,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250103-0-06,TX-250103-0-06,2025-01-03,CUST-00124,2024-05-17,returning,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,219.0,0.0,0.0,219.0
SYN-20250103-0-07,TX-250103-0-07,2025-01-03,CUST-00141,2025-01-03,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,refunded,278.0,0.0,278.0,0.0
SYN-20250103-1-00,TX-250103-1-00,2025-01-03,CUST-00123,2025-01-03,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250103-1-01,TX-250103-1-01,2025-01-03,CUST-00140,2024-09-06,returning,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250103-1-02,TX-250103-1-02,2025-01-03,CUST-00157,2025-01-03,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250103-1-03,TX-250103-1-03,2025-01-03,CUST-00174,2025-01-03,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250103-1-04,TX-250103-1-04,2025-01-03,CUST-00191,2025-01-03,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250103-1-05,TX-250103-1-05,2025-01-03,CUST-00208,2024-05-20,returning,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,189.0,0.0,0.0,189.0
SYN-20250103-2-00,TX-250103-2-00,2025-01-03,CUST-00224,2024-09-09,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250103-2-01,TX-250103-2-01,2025-01-03,CUST-00241,2025-01-03,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250103-2-02,TX-250103-2-02,2025-01-03,CUST-00258,2025-01-03,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250103-2-03,TX-250103-2-03,2025-01-03,CUST-00275,2025-01-03,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250103-2-04,TX-250103-2-04,2025-01-03,CUST-00292,2024-05-23,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,318.0,0.0,0.0,318.0
SYN-20250103-2-05,TX-250103-2-05,2025-01-03,CUST-00309,2025-01-03,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250104-0-00,TX-250104-0-00,2025-01-04,CUST-00033,2025-01-04,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250104-0-01,TX-250104-0-01,2025-01-04,CUST-00050,2025-01-04,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250104-0-02,TX-250104-0-02,2025-01-04,CUST-00067,2025-01-04,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,278.0,0.0,0.0,278.0
SYN-20250104-0-03,TX-250104-0-03,2025-01-04,CUST-00084,2024-01-04,returning,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250104-0-04,TX-250104-0-04,2025-01-04,CUST-00101,2025-01-01,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250104-0-05,TX-250104-0-05,2025-01-04,CUST-00118,2025-01-01,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250104-0-06,TX-250104-0-06,2025-01-04,CUST-00135,2025-01-01,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,558.0,0.0,0.0,558.0
SYN-20250104-0-07,TX-250104-0-07,2025-01-04,CUST-00152,2024-09-18,returning,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,199.0,0.0,0.0,199.0
SYN-20250104-0-08,TX-250104-0-08,2025-01-04,CUST-00169,2025-01-01,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250104-1-00,TX-250104-1-00,2025-01-04,CUST-00134,2025-01-04,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250104-1-01,TX-250104-1-01,2025-01-04,CUST-00151,2025-01-04,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250104-1-02,TX-250104-1-02,2025-01-04,CUST-00168,2024-01-07,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250104-1-03,TX-250104-1-03,2025-01-04,CUST-00185,2025-01-04,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,558.0,0.0,0.0,558.0
SYN-20250104-1-04,TX-250104-1-04,2025-01-04,CUST-00202,2025-01-01,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250104-1-05,TX-250104-1-05,2025-01-04,CUST-00219,2025-01-01,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250104-1-06,TX-250104-1-06,2025-01-04,CUST-00236,2024-09-21,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250104-2-00,TX-250104-2-00,2025-01-04,CUST-00235,2025-01-04,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250104-2-01,TX-250104-2-01,2025-01-04,CUST-00252,2024-01-10,returning,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250104-2-02,TX-250104-2-02,2025-01-04,CUST-00269,2025-01-04,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250104-2-03,TX-250104-2-03,2025-01-04,CUST-00286,2025-01-04,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250104-2-04,TX-250104-2-04,2025-01-04,CUST-00303,2025-01-04,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250104-2-05,TX-250104-2-05,2025-01-04,CUST-00320,2024-09-24,returning,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250104-2-06,TX-250104-2-06,2025-01-04,CUST-00337,2025-01-04,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,498.0,0.0,0.0,498.0
SYN-20250105-0-00,TX-250105-0-00,2025-01-05,CUST-00044,2024-09-18,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250105-0-01,TX-250105-0-01,2025-01-05,CUST-00061,2025-01-05,new,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250105-0-02,TX-250105-0-02,2025-01-05,CUST-00078,2025-01-05,new,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,398.0,0.0,0.0,398.0
SYN-20250105-0-03,TX-250105-0-03,2025-01-05,CUST-00095,2025-01-05,new,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250105-0-04,TX-250105-0-04,2025-01-05,CUST-00112,2024-05-05,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250105-0-05,TX-250105-0-05,2025-01-05,CUST-00129,2025-01-02,new,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250105-1-00,TX-250105-1-00,2025-01-05,CUST-00145,2025-01-05,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250105-1-01,TX-250105-1-01,2025-01-05,CUST-00162,2025-01-05,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250105-1-02,TX-250105-1-02,2025-01-05,CUST-00179,2025-01-05,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250105-1-03,TX-250105-1-03,2025-01-05,CUST-00196,2024-05-08,returning,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250105-1-04,TX-250105-1-04,2025-01-05,CUST-00213,2025-01-02,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,498.0,0.0,0.0,498.0
SYN-20250105-1-05,TX-250105-1-05,2025-01-05,CUST-00230,2025-01-02,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,219.0,0.0,0.0,219.0
SYN-20250105-1-06,TX-250105-1-06,2025-01-05,CUST-00247,2025-01-02,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,139.0,0.0,0.0,139.0
SYN-20250105-2-00,TX-250105-2-00,2025-01-05,CUST-00246,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,358.0,0.0,0.0,358.0
SYN-20250105-2-01,TX-250105-2-01,2025-01-05,CUST-00263,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250105-2-02,TX-250105-2-02,2025-01-05,CUST-00280,2024-05-11,returning,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,219.0,0.0,0.0,219.0
SYN-20250105-2-03,TX-250105-2-03,2025-01-05,CUST-00297,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250105-2-04,TX-250105-2-04,2025-01-05,CUST-00314,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,189.0,0.0,0.0,189.0
SYN-20250105-2-05,TX-250105-2-05,2025-01-05,CUST-00331,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,329.0,0.0,0.0,329.0
SYN-20250105-2-06,TX-250105-2-06,2025-01-05,CUST-00348,2024-01-25,returning,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,318.0,0.0,0.0,318.0
SYN-20250105-2-07,TX-250105-2-07,2025-01-05,CUST-00365,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250105-2-08,TX-250105-2-08,2025-01-05,CUST-00382,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250105-2-09,TX-250105-2-09,2025-01-05,CUST-00399,2025-01-05,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250106-0-00,TX-250106-0-00,2025-01-06,CUST-00055,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250106-0-01,TX-250106-0-01,2025-01-06,CUST-00072,2024-01-19,returning,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250106-0-02,TX-250106-0-02,2025-01-06,CUST-00089,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250106-0-03,TX-250106-0-03,2025-01-06,CUST-00106,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,438.0,0.0,0.0,438.0
SYN-20250106-0-04,TX-250106-0-04,2025-01-06,CUST-00123,2025-01-03,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250106-0-05,TX-250106-0-05,2025-01-06,CUST-00140,2024-09-06,returning,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,189.0,0.0,0.0,189.0
SYN-20250106-0-06,TX-250106-0-06,2025-01-06,CUST-00157,2025-01-03,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,329.0,0.0,0.0,329.0
SYN-20250106-0-07,TX-250106-0-07,2025-01-06,CUST-00174,2025-01-03,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250106-0-08,TX-250106-0-08,2025-01-06,CUST-00191,2025-01-03,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250106-0-09,TX-250106-0-09,2025-01-06,CUST-00208,2024-05-20,returning,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,campaign,completed,199.0,19.9,0.0,179.1
SYN-20250106-0-10,TX-250106-0-10,2025-01-06,CUST-00225,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,refunded,359.0,0.0,359.0,0.0
SYN-20250106-0-11,TX-250106-0-11,2025-01-06,CUST-00242,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250106-0-12,TX-250106-0-12,2025-01-06,CUST-00259,2025-01-06,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,none,completed,178.0,0.0,0.0,178.0
SYN-20250106-1-00,TX-250106-1-00,2025-01-06,CUST-00156,2024-01-22,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250106-1-01,TX-250106-1-01,2025-01-06,CUST-00173,2025-01-06,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250106-1-02,TX-250106-1-02,2025-01-06,CUST-00190,2025-01-06,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250106-1-03,TX-250106-1-03,2025-01-06,CUST-00207,2025-01-06,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250106-1-04,TX-250106-1-04,2025-01-06,CUST-00224,2024-09-09,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,318.0,0.0,0.0,318.0
SYN-20250106-1-05,TX-250106-1-05,2025-01-06,CUST-00241,2025-01-03,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,279.0,0.0,0.0,279.0
SYN-20250106-1-06,TX-250106-1-06,2025-01-06,CUST-00258,2025-01-03,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,campaign,completed,199.0,19.9,0.0,179.1
SYN-20250106-2-00,TX-250106-2-00,2025-01-06,CUST-00257,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250106-2-01,TX-250106-2-01,2025-01-06,CUST-00274,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250106-2-02,TX-250106-2-02,2025-01-06,CUST-00291,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250106-2-03,TX-250106-2-03,2025-01-06,CUST-00308,2024-09-12,returning,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,398.0,0.0,0.0,398.0
SYN-20250106-2-04,TX-250106-2-04,2025-01-06,CUST-00325,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250106-2-05,TX-250106-2-05,2025-01-06,CUST-00342,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250106-2-06,TX-250106-2-06,2025-01-06,CUST-00359,2025-01-06,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,89.0,8.9,0.0,80.1
