date,source,device,event_name,event_count,transaction_id_parameter_coverage,currency_parameter_coverage,value_parameter_coverage,items_parameter_coverage,item_id_parameter_coverage,item_name_parameter_coverage,item_category_parameter_coverage,price_parameter_coverage,quantity_parameter_coverage,promotion_parameter_coverage,consent_state_coverage
2025-01-03,google,desktop,purchase,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971
2025-01-03,google,desktop,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971
2025-01-04,instagram,mobile,view_item_list,126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,select_item,111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,view_item,103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,add_to_cart,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,view_cart,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,begin_checkout,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,add_shipping_info,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,add_payment_info,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,purchase,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,instagram,mobile,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9634
2025-01-04,partners,desktop,view_item_list,83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,select_item,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,view_item,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,add_to_cart,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,view_cart,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,begin_checkout,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,add_shipping_info,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,add_payment_info,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,purchase,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,partners,desktop,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9816
2025-01-04,google,tablet,view_item_list,110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,select_item,97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,view_item,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,add_to_cart,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,view_cart,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,begin_checkout,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,add_shipping_info,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,add_payment_info,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,purchase,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-04,google,tablet,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97
2025-01-05,newsletter,desktop,view_item_list,73,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,select_item,64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,view_item,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,add_to_cart,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,view_cart,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,begin_checkout,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,add_shipping_info,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,add_payment_info,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,purchase,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,newsletter,desktop,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773
2025-01-05,google,tablet,view_item_list,102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,select_item,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,view_item,84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,add_to_cart,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,view_cart,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,begin_checkout,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,add_shipping_info,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,add_payment_info,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,purchase,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,google,tablet,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9703
2025-01-05,direct,mobile,view_item_list,122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,select_item,108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,view_item,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,add_to_cart,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,view_cart,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,begin_checkout,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,add_shipping_info,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,add_payment_info,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,purchase,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-05,direct,mobile,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9842
2025-01-06,partners,tablet,view_item_list,148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,select_item,131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,view_item,122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,add_to_cart,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,remove_from_cart,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,view_cart,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,begin_checkout,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,add_shipping_info,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,add_payment_info,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,purchase,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,partners,tablet,refund,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9682
2025-01-06,google,mobile,view_item_list,81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,select_item,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,view_item,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,add_to_cart,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,view_cart,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,begin_checkout,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,add_shipping_info,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,add_payment_info,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,purchase,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,google,mobile,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991
2025-01-06,instagram,desktop,view_item_list,127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,select_item,112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,view_item,104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,add_to_cart,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,remove_from_cart,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,view_cart,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,begin_checkout,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,add_shipping_info,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,add_payment_info,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,purchase,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-06,instagram,desktop,refund,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9673
2025-01-07,google,mobile,view_item_list,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,select_item,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,view_item,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,add_to_cart,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,remove_from_cart,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,view_cart,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
2025-01-07,google,mobile,begin_checkout,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977
